policy_id,inception_date,expiration_date,company_id,exposure_units,premium
28772,2016-01-01,2016-12-31,7387,5,652.36
28773,2016-07-01,2017-07-01,14765,19,788.89
28774,2016-07-01,2017-07-01,23215,9,639.44
28775,2016-07-01,2017-07-01,3192,29,873.46
28776,2016-07-01,2017-07-01,13432,36,1145.88
28777,2016-04-01,2017-04-01,1382,48,1217.8
28778,2016-07-01,2017-07-01,7720,43,1190.3
28779,2016-07-01,2017-07-01,1641,161,1520.35
28780,2016-08-01,2017-08-01,23169,1,200
28781,2016-03-01,2017-03-01,26218,4,477.26
28782,2016-07-01,2017-07-01,8397,30,880.24
28783,2016-07-01,2017-07-01,25018,14,727.81
28784,2016-07-01,2017-07-01,13896,10,990.78
28785,2016-01-01,2016-12-31,8536,22,818.21
28786,2016-08-01,2017-08-01,4496,48,974.24
28787,2016-02-01,2017-01-31,16765,30,880.24
28788,2016-09-01,2017-09-01,482,16,754.52
28789,2016-07-01,2017-07-01,13057,23,827.1
28790,2016-06-01,2017-06-01,17354,272,1321.16
28791,2016-01-01,2016-12-31,18590,6,697.94
28792,2016-07-01,2017-07-01,2224,38,927.52
28793,2016-01-01,2016-12-31,20058,7,589.18
28794,2016-07-01,2017-07-01,2233,13,712.99
28795,2016-07-01,2017-07-01,22035,240,1296.13
28796,2016-07-01,2017-07-01,17243,66,1037.93
28797,2016-07-01,2017-07-01,13003,30,880.24
28798,2016-01-01,2016-12-31,23330,26,851.62
28799,2016-07-01,2017-07-01,20599,26,851.62
28800,2016-10-01,2017-10-01,5844,27,1073.96
28801,2016-01-01,2016-12-31,19273,30,880.24
28802,2016-02-01,2017-01-31,19105,24,835.61
28803,2016-04-01,2017-04-01,22503,96,1112.87
28804,2016-01-01,2016-12-31,21337,6,558.35
28805,2016-08-01,2017-08-01,18025,30,880.24
28806,2016-01-01,2016-12-31,1742,12,696.98
28807,2016-09-01,2017-09-01,20701,26,1277.43
28808,2016-07-01,2017-07-01,18908,30,880.24
28809,2016-01-01,2016-12-31,20162,72,1978.75
28810,2016-01-01,2016-12-31,8614,24,835.61
28811,2016-12-01,2017-12-01,9254,5,521.89
28812,2016-07-01,2017-07-01,4477,77,1335.95
28813,2016-07-01,2017-07-01,8055,37,1844.37
28814,2016-01-01,2016-12-31,20779,13,891.24
28815,2016-12-01,2017-12-01,8268,28,1083.05
28816,2016-03-01,2017-03-01,3936,18,778.07
28817,2016-03-01,2017-03-01,8017,166,1222.4
28818,2016-01-01,2016-12-31,6649,50,1228.01
28819,2016-01-01,2016-12-31,4987,1,200
28820,2016-07-01,2017-07-01,7331,48,974.24
28821,2016-01-01,2016-12-31,18563,30,880.24
28822,2016-07-01,2017-07-01,17471,30,880.24
28823,2016-06-01,2017-06-01,18464,59,1269.38
28824,2016-02-01,2017-01-31,27327,30,880.24
28825,2016-01-01,2016-12-31,12085,1,200
28826,2016-01-01,2016-12-31,6680,72,1055.33
28827,2016-05-01,2017-05-01,1644,2,338.63
28828,2016-03-01,2017-03-01,22445,35,1138.84
28829,2016-12-01,2017-12-01,12073,2,338.63
28830,2016-05-01,2017-05-01,13674,30,1100.3
28831,2016-01-01,2016-12-31,27401,19,788.89
28832,2016-08-01,2017-08-01,3401,48,974.24
28833,2016-01-01,2016-12-31,2502,144,1790.94
28834,2016-07-01,2017-07-01,8809,61,1277.72
28835,2016-01-01,2016-12-31,10903,50,1228.01
28836,2016-01-01,2016-12-31,3232,144,1193.96
28837,2016-07-01,2017-07-01,5866,202,1577.07
28838,2016-01-01,2016-12-31,2474,3,839.44
28839,2016-01-01,2016-12-31,16895,67,1301.17
28840,2016-07-01,2017-07-01,16284,30,1320.36
28841,2016-07-01,2017-07-01,2723,10,660.52
28842,2016-07-01,2017-07-01,24045,1,200
28843,2016-07-01,2017-07-01,12705,2,338.63
28844,2016-01-01,2016-12-31,6218,10,660.52
28845,2016-07-01,2017-07-01,16114,30,880.24
28846,2016-07-01,2017-07-01,19285,30,880.24
28847,2016-01-01,2016-12-31,23059,65,1293.6
28848,2016-01-01,2016-12-31,23715,53,994.06
28849,2016-07-01,2017-07-01,3096,144,1193.96
28850,2016-07-01,2017-07-01,9909,7,589.18
28851,2016-01-01,2016-12-31,19758,13,712.99
28852,2016-07-01,2017-07-01,518,221,1279.63
28853,2016-01-01,2016-12-31,27405,16,754.52
28854,2016-01-01,2016-12-31,11533,16,754.52
28855,2016-07-01,2017-07-01,22513,245,1300.25
28856,2016-10-01,2017-10-01,2358,42,1776.63
28857,2016-09-01,2017-09-01,5113,10,825.65
28858,2016-05-01,2017-05-01,3271,14,1091.72
28859,2016-01-01,2016-12-31,12674,43,1190.3
28860,2016-07-01,2017-07-01,4906,13,891.24
28861,2016-01-01,2016-12-31,10862,4,596.57
28862,2016-07-01,2017-07-01,16693,72,2110.67
28863,2016-06-01,2017-06-01,19866,38,1159.4
28864,2016-02-01,2017-01-31,18340,22,818.21
28865,2016-06-01,2017-06-01,27246,26,851.62
28866,2016-11-01,2017-11-01,5120,9,639.44
28867,2016-12-01,2017-12-01,14646,6,697.94
28868,2016-07-01,2017-07-01,11525,10,660.52
28869,2016-01-01,2016-12-31,24104,3,524.65
28870,2016-07-01,2017-07-01,20082,2,338.63
28871,2016-01-01,2016-12-31,22613,91,1102.17
28872,2016-07-01,2017-07-01,15699,130,1173.51
28873,2016-04-01,2017-04-01,21484,30,880.24
28874,2016-07-01,2017-07-01,13211,30,1320.36
28875,2016-12-01,2017-12-01,32,9,639.44
28876,2016-07-01,2017-07-01,10278,10,660.52
28877,2016-07-01,2017-07-01,23768,14,909.76
28878,2016-09-01,2017-09-01,4480,112,1429.62
28879,2016-06-01,2017-06-01,7640,9,799.31
28880,2016-01-01,2016-12-31,16362,51,1479.55
28881,2016-04-01,2017-04-01,11545,2,338.63
28882,2016-01-01,2016-12-31,17717,3,524.65
28883,2016-07-01,2017-07-01,3415,18,778.07
28884,2016-01-01,2016-12-31,4653,1,200
28885,2016-01-01,2016-12-31,20934,6,558.35
28886,2016-07-01,2017-07-01,21618,5,521.89
28887,2016-01-01,2016-12-31,17563,60,1528.3
28888,2016-07-01,2017-07-01,12938,67,1951.76
28889,2016-01-01,2016-12-31,6021,32,893.15
28890,2016-01-01,2016-12-31,12516,14,727.81
28891,2016-07-01,2017-07-01,19852,30,1320.36
28892,2016-07-01,2017-07-01,26560,52,990.25
28893,2016-01-01,2016-12-31,2004,18,778.07
28894,2016-12-01,2017-12-01,21313,102,1124.99
28895,2016-01-01,2016-12-31,17239,16,754.52
28896,2016-01-01,2016-12-31,20698,17,766.64
28897,2016-07-01,2017-07-01,17701,56,2512.68
28898,2016-07-01,2017-07-01,12302,94,1108.66
28899,2016-09-01,2017-09-01,26346,5,521.89
28900,2016-07-01,2017-07-01,16862,11,849.47
28901,2016-01-01,2016-12-31,4521,27,859.17
28902,2016-08-01,2017-08-01,26864,18,778.07
28903,2016-01-01,2016-12-31,11470,67,1301.17
28904,2016-07-01,2017-07-01,12176,16,943.15
28905,2016-07-01,2017-07-01,23986,69,1046.82
28906,2016-07-01,2017-07-01,4705,64,1031.78
28907,2016-01-01,2016-12-31,23902,14,727.81
28908,2016-07-01,2017-07-01,15287,7,736.48
28909,2016-07-01,2017-07-01,16921,10,660.52
28910,2016-07-01,2017-07-01,13637,30,880.24
28911,2016-01-01,2016-12-31,13496,85,1360.66
28912,2016-01-01,2016-12-31,11287,11,679.58
28913,2016-01-01,2016-12-31,24053,24,835.61
28914,2016-07-01,2017-07-01,18732,30,1760.48
28915,2016-01-01,2016-12-31,9712,22,2045.52
28916,2016-07-01,2017-07-01,27355,5,521.89
28917,2016-10-01,2017-10-01,312,10,825.65
28918,2016-08-01,2017-08-01,19441,27,1073.96
28919,2016-01-01,2016-12-31,8359,24,835.61
28920,2016-07-01,2017-07-01,12383,82,1081.34
28921,2016-03-01,2017-03-01,23333,158,1212.52
28922,2016-07-01,2017-07-01,12961,10,660.52
28923,2016-05-01,2017-05-01,17312,30,880.24
28924,2016-07-01,2017-07-01,20116,22,818.21
28925,2016-03-01,2017-03-01,21320,131,1175.04
28926,2016-01-01,2016-12-31,26395,60,1018.87
28927,2016-07-01,2017-07-01,20862,1,250
28928,2016-01-01,2016-12-31,18117,26,851.62
28929,2016-03-01,2017-03-01,17170,42,947.53
28930,2016-07-01,2017-07-01,23538,30,1320.36
28931,2016-01-01,2016-12-31,14353,1,200
28932,2016-01-01,2016-12-31,12450,30,1100.3
28933,2016-08-01,2017-08-01,9346,101,1123.02
28934,2016-01-01,2016-12-31,11003,13,891.24
28935,2016-07-01,2017-07-01,8410,19,788.89
28936,2016-05-01,2017-05-01,3545,11,679.58
28937,2016-01-01,2016-12-31,11817,17,958.3
28938,2016-02-01,2017-01-31,12714,269,1318.94
28939,2016-06-01,2017-06-01,23617,40,937.78
28940,2016-07-01,2017-07-01,4396,6,558.35
28941,2016-07-01,2017-07-01,13020,269,1318.94
28942,2016-07-01,2017-07-01,14323,54,997.8
28943,2016-01-01,2016-12-31,22418,30,880.24
28944,2016-07-01,2017-07-01,23214,30,880.24
28945,2016-07-01,2017-07-01,24039,5,521.89
28946,2016-12-01,2017-12-01,24740,138,1185.45
28947,2016-10-01,2017-10-01,27580,5,521.89
28948,2016-10-01,2017-10-01,10247,86,1363.59
28949,2016-12-01,2017-12-01,24902,14,727.81
28950,2016-01-01,2016-12-31,10970,8,615.89
28951,2016-01-01,2016-12-31,1063,30,880.24
28952,2016-01-01,2016-12-31,8699,25,843.78
28953,2016-01-01,2016-12-31,5688,91,1102.17
28954,2016-01-01,2016-12-31,16694,2,338.63
28955,2016-07-01,2017-07-01,141,1,200
28956,2016-07-01,2017-07-01,3604,38,1391.28
28957,2016-07-01,2017-07-01,27561,30,880.24
28958,2016-01-01,2016-12-31,24222,224,1282.33
28959,2016-07-01,2017-07-01,26764,54,1247.25
28960,2016-12-01,2017-12-01,15630,30,1100.3
28961,2016-07-01,2017-07-01,14450,9,639.44
28962,2016-08-01,2017-08-01,9348,30,880.24
28963,2016-01-01,2016-12-31,19648,30,880.24
28964,2016-04-01,2017-04-01,16830,23,827.1
28965,2016-01-01,2016-12-31,15164,15,1390.52
28966,2016-12-01,2017-12-01,22858,21,808.9
28967,2016-07-01,2017-07-01,1669,9,799.31
28968,2016-05-01,2017-05-01,17178,1,200
28969,2016-01-01,2016-12-31,7739,45,1201.67
28970,2016-07-01,2017-07-01,2644,4,596.57
28971,2016-05-01,2017-05-01,6207,1,250
28972,2016-04-01,2017-04-01,17511,51,986.37
28973,2016-02-01,2017-01-31,22966,4,954.52
28974,2016-01-01,2016-12-31,16124,118,1442.67
28975,2016-01-01,2016-12-31,2247,29,873.46
28976,2016-01-01,2016-12-31,14258,32,1116.43
28977,2016-07-01,2017-07-01,10038,10,1238.47
28978,2016-07-01,2017-07-01,19553,30,880.24
28979,2016-11-01,2017-11-01,3717,24,835.61
28980,2016-03-01,2017-03-01,27592,30,880.24
28981,2016-07-01,2017-07-01,13915,30,1100.3
28982,2016-12-01,2017-12-01,1977,46,1207.16
28983,2016-08-01,2017-08-01,15942,65,1034.88
28984,2016-12-01,2017-12-01,26011,25,843.78
28985,2016-07-01,2017-07-01,21809,24,835.61
28986,2016-01-01,2016-12-31,22913,1,250
28987,2016-07-01,2017-07-01,9596,21,808.9
28988,2016-11-01,2017-11-01,8891,2,338.63
28989,2016-07-01,2017-07-01,6248,115,1148.99
28990,2016-02-01,2017-01-31,26635,2,338.63
28991,2016-07-01,2017-07-01,9180,37,922.18
28992,2016-01-01,2016-12-31,16735,17,1149.96
28993,2016-07-01,2017-07-01,16018,61,1022.17
28994,2016-07-01,2017-07-01,1468,50,982.4
28995,2016-09-01,2017-09-01,22457,106,1415.86
28996,2016-01-01,2016-12-31,10448,112,1143.7
28997,2016-04-01,2017-04-01,17103,8,769.86
28998,2016-12-01,2017-12-01,24558,14,727.81
28999,2016-07-01,2017-07-01,1508,67,1301.17
29000,2016-07-01,2017-07-01,4792,30,880.24
29001,2016-07-01,2017-07-01,9630,1,200
29002,2016-11-01,2017-11-01,18036,18,778.07
29003,2016-01-01,2016-12-31,1969,30,880.24
29004,2016-09-01,2017-09-01,25915,7,589.18
29005,2016-07-01,2017-07-01,21734,35,911.07
29006,2016-05-01,2017-05-01,16042,29,873.46
29007,2016-01-01,2016-12-31,26544,6,697.94
29008,2016-04-01,2017-04-01,13335,30,880.24
29009,2016-01-01,2016-12-31,10847,2,634.93
29010,2016-01-01,2016-12-31,27171,56,1005.07
29011,2016-01-01,2016-12-31,18502,11,679.58
29012,2016-01-01,2016-12-31,8654,15,741.61
29013,2016-01-01,2016-12-31,18958,14,727.81
29014,2016-12-01,2017-12-01,22207,14,727.81
29015,2016-01-01,2016-12-31,15990,22,818.21
29016,2016-01-01,2016-12-31,4810,26,851.62
29017,2016-01-01,2016-12-31,5006,10,1321.03
29018,2016-01-01,2016-12-31,26599,21,808.9
29019,2016-03-01,2017-03-01,25812,29,873.46
29020,2016-03-01,2017-03-01,15916,5,521.89
29021,2016-07-01,2017-07-01,4119,14,909.76
29022,2016-03-01,2017-03-01,451,24,2089.03
29023,2016-07-01,2017-07-01,20747,28,866.44
29024,2016-07-01,2017-07-01,22216,30,880.24
29025,2016-07-01,2017-07-01,2387,112,1143.7
29026,2016-07-01,2017-07-01,27641,15,741.61
29027,2016-02-01,2017-01-31,242,29,873.46
29028,2016-01-01,2016-12-31,7962,1,200
29029,2016-10-01,2017-10-01,4353,14,909.76
29030,2016-07-01,2017-07-01,14571,22,1227.31
29031,2016-07-01,2017-07-01,4417,2,338.63
29032,2016-01-01,2016-12-31,2429,26,851.62
29033,2016-01-01,2016-12-31,11372,1,250
29034,2016-07-01,2017-07-01,18233,40,937.78
29035,2016-07-01,2017-07-01,23962,30,880.24
29036,2016-07-01,2017-07-01,13321,30,1100.3
29037,2016-12-01,2017-12-01,24864,19,986.11
29038,2016-01-01,2016-12-31,11434,2,338.63
29039,2016-01-01,2016-12-31,618,10,660.52
29040,2016-07-01,2017-07-01,2881,30,880.24
29041,2016-07-01,2017-07-01,22782,66,1037.93
29042,2016-07-01,2017-07-01,24041,10,660.52
29043,2016-03-01,2017-03-01,2893,77,1603.14
29044,2016-01-01,2016-12-31,13224,86,1363.59
29045,2016-01-01,2016-12-31,23172,18,778.07
29046,2016-01-01,2016-12-31,22630,30,880.24
29047,2016-01-01,2016-12-31,6522,17,766.64
29048,2016-07-01,2017-07-01,19826,79,1073.89
29049,2016-07-01,2017-07-01,5297,32,893.15
29050,2016-12-01,2017-12-01,4730,27,859.17
29051,2016-05-01,2017-05-01,4294,61,1022.17
29052,2016-02-01,2017-01-31,23473,30,1100.3
29053,2016-10-01,2017-10-01,8330,22,818.21
29054,2016-09-01,2017-09-01,17529,216,2390.73
29055,2016-07-01,2017-07-01,5523,26,851.62
29056,2016-01-01,2016-12-31,22714,6,558.35
29057,2016-11-01,2017-11-01,11937,10,660.52
29058,2016-05-01,2017-05-01,1019,130,1466.88
29059,2016-07-01,2017-07-01,27473,10,660.52
29060,2016-07-01,2017-07-01,20795,29,873.46
29061,2016-04-01,2017-04-01,13067,43,952.24
29062,2016-03-01,2017-03-01,27536,8,615.89
29063,2016-01-01,2016-12-31,18663,57,1260.76
29064,2016-07-01,2017-07-01,6806,46,965.73
29065,2016-07-01,2017-07-01,22305,11,679.58
29066,2016-02-01,2017-01-31,3971,5,521.89
29067,2016-11-01,2017-11-01,21852,15,741.61
29068,2016-08-01,2017-08-01,20096,16,1509.04
29069,2016-07-01,2017-07-01,27330,4,477.26
29070,2016-07-01,2017-07-01,9652,2,338.63
29071,2016-07-01,2017-07-01,8326,15,1112.42
29072,2016-01-01,2016-12-31,21403,28,866.44
29073,2016-01-01,2016-12-31,13006,48,974.24
29074,2016-05-01,2017-05-01,13771,18,778.07
29075,2016-06-01,2017-06-01,88,5,521.89
29076,2016-06-01,2017-06-01,25699,1,200
29077,2016-01-01,2016-12-31,6920,26,851.62
29078,2016-05-01,2017-05-01,11705,15,927.01
29079,2016-02-01,2017-01-31,13479,9,639.44
29080,2016-06-01,2017-06-01,11428,59,1269.38
29081,2016-01-01,2016-12-31,27496,19,788.89
29082,2016-01-01,2016-12-31,22094,208,1267.51
29083,2016-07-01,2017-07-01,22836,30,1760.48
29084,2016-09-01,2017-09-01,14747,21,1213.36
29085,2016-01-01,2016-12-31,8774,26,2129.05
29086,2016-01-01,2016-12-31,6774,26,851.62
29087,2016-10-01,2017-10-01,3373,2,423.29
29088,2016-07-01,2017-07-01,9607,3,524.65
29089,2016-01-01,2016-12-31,10684,3,839.44
29090,2016-04-01,2017-04-01,3496,131,1175.04
29091,2016-01-01,2016-12-31,2397,45,961.33
29092,2016-01-01,2016-12-31,5566,13,891.24
29093,2016-09-01,2017-09-01,6202,30,1100.3
29094,2016-07-01,2017-07-01,2968,26,851.62
29095,2016-07-01,2017-07-01,17153,80,2152.81
29096,2016-01-01,2016-12-31,25386,78,1071.34
29097,2016-01-01,2016-12-31,574,11,679.58
29098,2016-03-01,2017-03-01,2220,77,1068.76
29099,2016-07-01,2017-07-01,12223,4,477.26
29100,2016-07-01,2017-07-01,20577,19,788.89
29101,2016-01-01,2016-12-31,925,14,727.81
29102,2016-06-01,2017-06-01,11478,37,922.18
29103,2016-01-01,2016-12-31,5247,5,1043.78
29104,2016-01-01,2016-12-31,923,48,1217.8
29105,2016-03-01,2017-03-01,9484,13,712.99
29106,2016-03-01,2017-03-01,25146,30,880.24
29107,2016-04-01,2017-04-01,16977,32,893.15
29108,2016-11-01,2017-11-01,14086,2,423.29
29109,2016-08-01,2017-08-01,2514,58,1012.09
29110,2016-01-01,2016-12-31,24013,51,1232.96
29111,2016-08-01,2017-08-01,2782,16,754.52
29112,2016-07-01,2017-07-01,13922,13,712.99
29113,2016-08-01,2017-08-01,27525,22,818.21
29114,2016-12-01,2017-12-01,4812,28,1083.05
29115,2016-01-01,2016-12-31,10144,30,1100.3
29116,2016-01-01,2016-12-31,16663,4,596.57
29117,2016-01-01,2016-12-31,13625,2,338.63
29118,2016-07-01,2017-07-01,8030,10,825.65
29119,2016-10-01,2017-10-01,970,64,1289.72
29120,2016-06-01,2017-06-01,23204,10,825.65
29121,2016-08-01,2017-08-01,23232,32,893.15
29122,2016-08-01,2017-08-01,3363,9,799.31
29123,2016-07-01,2017-07-01,6096,22,818.21
29124,2016-07-01,2017-07-01,4342,5,521.89
29125,2016-01-01,2016-12-31,20471,61,1022.17
29126,2016-01-01,2016-12-31,14093,14,727.81
29127,2016-01-01,2016-12-31,3464,58,2024.18
29128,2016-01-01,2016-12-31,438,58,1012.09
29129,2016-10-01,2017-10-01,14682,65,1034.88
29130,2016-01-01,2016-12-31,1333,3,419.72
29131,2016-02-01,2017-01-31,9770,29,873.46
29132,2016-07-01,2017-07-01,18582,1,200
29133,2016-02-01,2017-01-31,6585,18,778.07
29134,2016-07-01,2017-07-01,11831,30,880.24
29135,2016-05-01,2017-05-01,9876,77,1335.95
29136,2016-10-01,2017-10-01,2405,2,338.63
29137,2016-11-01,2017-11-01,10234,42,1184.42
29138,2016-07-01,2017-07-01,1922,7,589.18
29139,2016-01-01,2016-12-31,11379,27,859.17
29140,2016-02-01,2017-01-31,21757,2,338.63
29141,2016-08-01,2017-08-01,20299,99,2238.05
29142,2016-01-01,2016-12-31,21143,30,1760.48
29143,2016-12-01,2017-12-01,411,30,1650.45
29144,2016-07-01,2017-07-01,3617,3,419.72
29145,2016-07-01,2017-07-01,2364,21,808.9
29146,2016-01-01,2016-12-31,21243,38,927.52
29147,2016-05-01,2017-05-01,9720,8,615.89
29148,2016-01-01,2016-12-31,15803,1,200
29149,2016-03-01,2017-03-01,27483,29,1091.82
29150,2016-07-01,2017-07-01,6632,6,1116.7
29151,2016-04-01,2017-04-01,16850,4,477.26
29152,2016-05-01,2017-05-01,22347,43,1190.3
29153,2016-07-01,2017-07-01,24436,30,880.24
29154,2016-12-01,2017-12-01,2874,143,1490.71
29155,2016-07-01,2017-07-01,14871,2,677.26
29156,2016-07-01,2017-07-01,4937,24,835.61
29157,2016-05-01,2017-05-01,15083,6,558.35
29158,2016-08-01,2017-08-01,12941,11,1359.16
29159,2016-01-01,2016-12-31,1353,3,419.72
29160,2016-07-01,2017-07-01,25788,26,851.62
29161,2016-01-01,2016-12-31,24355,50,1228.01
29162,2016-01-01,2016-12-31,26547,12,696.98
29163,2016-07-01,2017-07-01,12419,27,859.17
29164,2016-07-01,2017-07-01,7477,115,1436.23
29165,2016-03-01,2017-03-01,523,72,1319.17
29166,2016-07-01,2017-07-01,26705,1,200
29167,2016-07-01,2017-07-01,27419,234,1291.06
29168,2016-02-01,2017-01-31,5581,8,769.86
29169,2016-01-01,2016-12-31,7972,8,615.89
29170,2016-01-01,2016-12-31,9257,8,615.89
29171,2016-01-01,2016-12-31,484,30,1760.48
29172,2016-07-01,2017-07-01,14410,118,1442.67
29173,2016-07-01,2017-07-01,3260,19,788.89
29174,2016-03-01,2017-03-01,5650,11,679.58
29175,2016-07-01,2017-07-01,6561,91,1377.71
29176,2016-07-01,2017-07-01,18127,128,1170.41
29177,2016-12-01,2017-12-01,8928,19,1972.22
29178,2016-01-01,2016-12-31,676,30,1100.3
29179,2016-07-01,2017-07-01,24535,29,1091.82
29180,2016-10-01,2017-10-01,23781,6,697.94
29181,2016-01-01,2016-12-31,24794,13,712.99
29182,2016-01-01,2016-12-31,21037,55,1251.83
29183,2016-01-01,2016-12-31,13291,14,727.81
29184,2016-01-01,2016-12-31,19805,3,839.44
29185,2016-09-01,2017-09-01,11119,7,589.18
29186,2016-07-01,2017-07-01,25743,132,1470.7
29187,2016-12-01,2017-12-01,25721,14,909.76
29188,2016-10-01,2017-10-01,2114,56,1256.34
29189,2016-03-01,2017-03-01,25113,46,965.73
29190,2016-07-01,2017-07-01,24949,10,990.78
29191,2016-07-01,2017-07-01,1129,50,1228.01
29192,2016-07-01,2017-07-01,22736,16,754.52
29193,2016-07-01,2017-07-01,22745,8,615.89
29194,2016-01-01,2016-12-31,10702,1,200
29195,2016-01-01,2016-12-31,19447,29,873.46
29196,2016-07-01,2017-07-01,8977,70,1049.7
29197,2016-04-01,2017-04-01,15456,10,660.52
29198,2016-10-01,2017-10-01,6118,18,778.07
29199,2016-01-01,2016-12-31,13095,6,558.35
29200,2016-07-01,2017-07-01,12309,53,1242.57
29201,2016-01-01,2016-12-31,17952,35,911.07
29202,2016-07-01,2017-07-01,11529,2,338.63
29203,2016-07-01,2017-07-01,26176,54,1995.59
29204,2016-03-01,2017-03-01,14332,28,866.44
29205,2016-07-01,2017-07-01,17843,20,799.15
29206,2016-07-01,2017-07-01,1425,30,880.24
29207,2016-12-01,2017-12-01,21948,18,778.07
29208,2016-01-01,2016-12-31,9139,8,1231.78
29209,2016-01-01,2016-12-31,13313,41,1178.39
29210,2016-07-01,2017-07-01,25933,3,419.72
29211,2016-07-01,2017-07-01,13132,24,1044.51
29212,2016-07-01,2017-07-01,9724,8,615.89
29213,2016-08-01,2017-08-01,4565,1,400
29214,2016-01-01,2016-12-31,1816,11,1359.16
29215,2016-07-01,2017-07-01,26379,90,1374.95
29216,2016-07-01,2017-07-01,22531,72,1055.33
29217,2016-09-01,2017-09-01,16521,3,524.65
29218,2016-01-01,2016-12-31,1124,26,851.62
29219,2016-02-01,2017-01-31,13700,3,419.72
29220,2016-01-01,2016-12-31,18516,4,477.26
29221,2016-02-01,2017-01-31,14863,30,880.24
29222,2016-10-01,2017-10-01,13833,54,1247.25
29223,2016-01-01,2016-12-31,10590,3,419.72
29224,2016-04-01,2017-04-01,7923,2,338.63
29225,2016-01-01,2016-12-31,13080,46,1207.16
29226,2016-07-01,2017-07-01,11282,77,1068.76
29227,2016-06-01,2017-06-01,137,110,1140.1
29228,2016-01-01,2016-12-31,9891,38,927.52
29229,2016-12-01,2017-12-01,22451,61,1022.17
29230,2016-07-01,2017-07-01,10334,50,1228.01
29231,2016-09-01,2017-09-01,14608,30,2200.6
29232,2016-01-01,2016-12-31,981,35,1138.84
29233,2016-01-01,2016-12-31,16149,144,1790.94
29234,2016-01-01,2016-12-31,11698,13,1069.48
29235,2016-07-01,2017-07-01,17635,67,1040.94
29236,2016-01-01,2016-12-31,6542,10,1238.47
29237,2016-07-01,2017-07-01,15975,26,851.62
29238,2016-01-01,2016-12-31,25286,42,947.53
29239,2016-10-01,2017-10-01,8033,40,937.78
29240,2016-07-01,2017-07-01,8220,48,974.24
29241,2016-01-01,2016-12-31,703,90,1374.95
29242,2016-03-01,2017-03-01,10307,22,1534.14
29243,2016-01-01,2016-12-31,17953,15,741.61
29244,2016-01-01,2016-12-31,3536,46,965.73
29245,2016-05-01,2017-05-01,2972,3,419.72
29246,2016-08-01,2017-08-01,1328,26,1064.52
29247,2016-01-01,2016-12-31,19167,10,825.65
29248,2016-01-01,2016-12-31,12795,26,851.62
29249,2016-01-01,2016-12-31,11631,42,1184.42
29250,2016-04-01,2017-04-01,8650,48,2435.6
29251,2016-07-01,2017-07-01,26129,106,1415.86
29252,2016-12-01,2017-12-01,16049,4,477.26
29253,2016-11-01,2017-11-01,10361,30,880.24
29254,2016-04-01,2017-04-01,16847,192,1251.5
29255,2016-03-01,2017-03-01,17675,7,589.18
29256,2016-07-01,2017-07-01,20852,30,1100.3
29257,2016-09-01,2017-09-01,16516,65,1034.88
29258,2016-01-01,2016-12-31,8453,2,338.63
29259,2016-11-01,2017-11-01,16610,3,419.72
29260,2016-07-01,2017-07-01,4303,29,873.46
29261,2016-01-01,2016-12-31,22760,9,639.44
29262,2016-12-01,2017-12-01,10597,23,827.1
29263,2016-07-01,2017-07-01,13607,4,477.26
29264,2016-01-01,2016-12-31,23137,22,1227.31
29265,2016-07-01,2017-07-01,18694,3,524.65
29266,2016-01-01,2016-12-31,1718,62,1922.68
29267,2016-12-01,2017-12-01,27415,12,1393.96
29268,2016-01-01,2016-12-31,18275,36,916.7
29269,2016-06-01,2017-06-01,17493,6,558.35
29270,2016-09-01,2017-09-01,6284,22,1022.76
29271,2016-07-01,2017-07-01,15483,3,524.65
29272,2016-01-01,2016-12-31,4315,53,1242.57
29273,2016-07-01,2017-07-01,7653,62,1025.43
29274,2016-11-01,2017-11-01,2605,37,922.18
29275,2016-01-01,2016-12-31,7706,3,419.72
29276,2016-07-01,2017-07-01,34,20,799.15
29277,2016-08-01,2017-08-01,22728,7,736.48
29278,2016-01-01,2016-12-31,6670,19,788.89
29279,2016-01-01,2016-12-31,5382,38,927.52
29280,2016-01-01,2016-12-31,14121,30,880.24
29281,2016-07-01,2017-07-01,26584,40,937.78
29282,2016-01-01,2016-12-31,7311,41,942.71
29283,2016-01-01,2016-12-31,3986,10,660.52
29284,2016-02-01,2017-01-31,10653,163,1218.75
29285,2016-07-01,2017-07-01,14859,18,972.59
29286,2016-10-01,2017-10-01,10103,2,338.63
29287,2016-10-01,2017-10-01,8736,30,880.24
29288,2016-07-01,2017-07-01,19250,26,1064.52
29289,2016-12-01,2017-12-01,7194,24,1044.51
29290,2016-01-01,2016-12-31,15790,22,1022.76
29291,2016-07-01,2017-07-01,12673,13,712.99
29292,2016-07-01,2017-07-01,24357,72,1055.33
29293,2016-07-01,2017-07-01,1272,1,200
29294,2016-01-01,2016-12-31,945,1,200
29295,2016-07-01,2017-07-01,27065,144,1492.45
29296,2016-01-01,2016-12-31,6344,20,799.15
29297,2016-01-01,2016-12-31,18232,14,727.81
29298,2016-01-01,2016-12-31,2664,64,1031.78
29299,2016-07-01,2017-07-01,23844,26,851.62
29300,2016-07-01,2017-07-01,13063,7,1104.72
29301,2016-06-01,2017-06-01,8995,5,652.36
29302,2016-01-01,2016-12-31,26316,30,1100.3
29303,2016-01-01,2016-12-31,8134,28,1624.58
