company_id,address,country,state,company_type,industry_code,sector_code,locations,year_founded,employees,risk_zone,revenue,cost_of_revenue,legal_involvement,internet_complaints
25268,"1004 Farnham Street Ste. 400   Omaha NE, ",USA,NE,2,2364,2,5,2007,48,,2499.91,2170.17,0,0
25269,"920 Second Avenue South    Minneapolis MN, 55402",USA,MN,2,6683,6,1,2015,48,,27551.32,16695.67,1,1
25270,"90 State House Square    Hartford CT, 06103",USA,CT,2,3833,3,1,2015,6,,2390.84,2033.96,0,1
25271,"2401 Kerner Boulevard    San Rafael CA, 94901",USA,CA,2,5057,5,1,2016,3,,3775.24,1829.12,0,4
25272,"One Bush Street    San Francisco CA, 94104",USA,CA,2,7023,7,3,2011,48,3,22163.56,9315.75,0,0
25273,"1251 Dublin Road    Columbus OH, 43215",USA,OH,2,6706,6,15,1972,288,,64990.04,39344.5,0,1
25274,"733 Third Avenue Suite 1300   New York NY, 10017",USA,NY,2,9517,9,5,2007,62,,2406.36,1778.8,0,1
25275,"2 Triton Square Regent’s Place   London , NW1 3AN",GBR,,2,0163,0,3,2011,45,,3103.18,2751.31,0,2
25276,"200 Bay Street Royal Bank Plaza South Tower Suite 2750 Toronto ON, M5J 2J2",CAN,ON,2,7887,7,6,2005,,,,,0,0
25277,"Floor 21 Millennium Tower Handelskai 94-96   Vienna , 1200",AUT,,2,0264,0,3,2011,,2,,,1,3
25278,"3 Times Square    New York NY, 10022",USA,NY,2,7523,7,4,,67,1,4018.73,1630.91,0,0
25279,"11835 Fountainside Cir    Boynton Beach FL, 33437",USA,FL,2,2379,2,1,,,,,,0,0
25280,"6280 Annie Oakley Drive    Las Vegas NV, 89120-3910",USA,NV,2,4215,4,1,,3,,3669.00,2849.31,0,0
25281,"500 Boylston Street Suite 1250   Boston MA, 02116",USA,MA,2,7887,7,4,2009,56,1,28744.76,11498.76,0,1
25282,"    Lake Forest IL, ",USA,IL,2,2535,2,5,2017,19,5,5224.21,5088.28,0,0
25283,"6051 El Tordo P.O. Box 9876   Rancho Santa Fe CA, 92067",USA,CA,2,0200,0,6,2017,80,,7090.53,6497.41,1,1
25284,"260 East Brown Street Suite 200   Birmingham MI, 48009",USA,MI,2,0163,0,6,2011,,2,,,1,1
25285,"7350 Dean Martin Drive Suite 309   Las Vegas NV, 89139",USA,NV,2,4479,4,2,2013,58,,3476.77,2687.34,0,6
25286,"8549 United Plaza Boulevard Twelve United Plaza   Baton Rouge LA, 70809",USA,LA,2,5314,5,6,,42,,2865.64,1309.77,0,0
25287,"1 Cabot Road Suite 200   Medford MA, 02155",USA,MA,2,0456,0,4,,74,,7720.79,5834.9,1,1
25288,"10900 Wayzata Boulevard    Minnetonka MN, 55305-1534",USA,MN,2,5494,5,1,2016,8,,404.73,219.19,0,1
25289,"5425 Robin Hood Road Suite 101 B   Norfolk VA, 23513",USA,VA,2,3366,3,1,2014,6,2,699.46,305.98,1,1
25290,"1200 Harbor Boulevard    Weehawken NJ, 07086",USA,NJ,2,5494,5,2,2011,28,,1973.19,841.22,0,3
25291,"World Exchange Plaza 45 OConnor Suite 1150  Ottawa ON, K1P 1A4",CAN,ON,2,9465,9,3,2014,25,4,6087.37,5709.64,0,0
25292,"101 Park Avenue    New York NY, 10178-0008",USA,NY,2,4932,4,1,2015,29,,1529.53,1222.61,0,0
25293,"One Rockefeller Plaza Suite 1010   New York NY, 10020",USA,NY,2,9466,9,1,2016,7,,1667.92,1511.97,0,0
25294,"400 Hampton View Court    Alpharetta GA, 30004",USA,GA,2,5645,5,1,2015,10,,1110.93,631.62,1,1
25295,"2700 West Sahara Boulevard Suite 440   Las Vegas NV, 89102",USA,NV,2,4287,4,3,2017,34,3,3236.34,2613.24,0,0
25296,"6400 Imperial Drive    Waco TX, 76712",USA,TX,2,5085,5,3,,39,,3580.21,1236.81,0,2
25297,"501 South Johnstone Suite 501   Bartlesville OK, 74003",USA,OK,2,9371,9,1,,18,,15646.00,12841.51,1,3
25298,"199 Water Street One Seaport Plaza 19th Floor  New York NY, 10038",USA,NY,2,2070,2,3,,45,,1937.01,1916.43,0,0
25299,"11 Raymond Avenue    Poughkeepsie NY, 12603",USA,NY,2,1178,1,1,,16,,3142.24,2189.11,0,2
25300,"600 West Chicago Avenue Suite 100   Chicago IL, 60654-2597",USA,IL,2,8501,8,1,2017,6,3,10341.46,9879.78,0,3
25301,"One World Financial Center 200 Liberty Street Tower A   New York NY, 10281",USA,NY,2,8993,8,3,2017,6,5,14503.55,13089.98,0,0
25302,"111 Town Square Place Suite 1500A   Jersey City NJ, 07310",USA,NJ,2,3946,3,1,2014,9,,5629.43,3589.95,0,3
25303,"207 South Main    Pratt KS, 67124",USA,KS,2,9466,9,5,,43,,2693.30,2020.77,0,0
25304,"11 Madison Avenue    New York NY, 10010",USA,NY,2,4750,4,1,2014,34,,3057.92,2857.88,1,1
25305,"200 South Wacker Drive Suite 2000   Chicago IL, 60606",USA,IL,2,5956,5,3,2014,29,,750.72,241.94,0,1
25306,"4 World Financial Center 250 Vesey Street   New York NY, 10080",USA,NY,2,8869,8,2,2013,25,,25233.15,23392.22,1,2
25307,"595 South Federal Highway Suite 500   Boca Raton FL, 33432",USA,FL,2,2764,2,2,2017,9,,1318.71,1717.73,0,0
25308,"30833 Northwestern Highway Suite 220   Farmington Hills MI, 48334",USA,MI,2,1071,1,3,,69,2,6278.45,3930.67,0,0
25309,"340 Madison Avenue 20th Floor   New York NY, 10173",USA,NY,2,5057,5,2,2013,22,,3189.01,1776.97,0,2
25310,"300 North LaSalle Street 17th Floor   Chicago IL, 60654",USA,IL,2,0550,0,6,2005,85,4,23257.18,19151.07,1,1
25311,"8205 South Cass Avenue Suite 102   Darien IL, 60561",USA,IL,2,5345,5,4,2005,38,,1333.19,436.84,0,2
25312,"One Far Mill Crossing P. O. Box 904   Shelton CT, 06484",USA,CT,2,8867,8,1,,2,5,3813.01,3316.09,0,0
25313,"Riverfront Plaza West Tower Suite 1350 901 East Byrd Street   Richmond VA, 23219",USA,VA,2,8275,8,1,2015,3,,10731.33,10411.1,0,1
25314,"717 North Harwood Street    Dallas TX, 75201",USA,TX,2,6706,6,5,2012,166,,12309.02,7626.52,0,0
25315,"9151 Boulevard 26    North Richland Hills TX, 76180",USA,TX,2,5645,5,3,,29,,810.93,471.75,0,4
25316,"601 Congress Street    Boston MA, 02210-2805",USA,MA,2,9517,9,4,2005,51,,5653.43,4485.01,0,0
25317,"300 South Highway 169 Interchange North Building Suite 95  Minneapolis MN, 55426",USA,MN,2,0163,0,3,2017,37,4,3709.77,3057.47,1,2
25318,"1105 North Market Street Suite 1230 P O Box 8985  Wilmington DE, 19899",USA,DE,2,9465,9,2,2011,18,3,1576.13,1793.45,0,0
25319,"1100 Des Moines Building     Des Moines IA, 50309",USA,IA,2,9180,9,5,,17,2,4113.53,2950.25,0,0
25320,"One American Row PO Box 5056   Hartford CT, 06102",USA,CT,2,2174,2,1,,22,2,2821.94,2064.88,0,4
25321,"3100 AMS Boulevard P.O. Box 19032   Green Bay WI, 54307-9032",USA,WI,2,5345,5,3,2008,37,,3264.28,2379.86,0,1
25322,"4333 Edgewood Road NE    Cedar Rapids IA, 52499",USA,IA,2,4750,4,3,2017,34,2,1264.01,846.03,0,0
25323,"7700 Mills Civic Parkway    West Des Moines IA, 50266",USA,IA,2,7023,7,1,2015,,4,,,0,0
25324,"300 Burnett Street Suite 200   Fort Worth TX, 76102-2734",USA,TX,2,0264,0,5,,62,2,6782.15,5159.98,1,1
25325,"18 Chestnut Street    Worcester MA, 01608-1528",USA,MA,2,2989,2,3,2008,,3,,,0,1
25326,"8500 Normandale Lake Boulevard Suite 1400   Bloomington MN, 55437",USA,MN,2,1515,1,3,2017,6,,2620.79,1695.39,0,3
25327,"3440 Lehigh Street    Allentown PA, 18103",USA,PA,2,8501,8,1,,,3,,,0,1
25328,"1100 SW Sixth Avenue    Portland OR, 97204",USA,OR,2,9517,9,2,2011,,,,,1,1
25329,"30 Wall Street 28th Floor   New York NY, 10005",USA,NY,2,3833,3,4,2017,5,,986.28,317.86,0,0
25330,"31 West 52nd Street    New York NY, 10019",USA,NY,2,6226,6,5,2002,,,,,0,1
25331,"440 Lincoln Street    Worcester MA, 01653",USA,MA,2,7234,7,3,2014,,,,,1,1
25332,"803 West Michigan Street    Milwaukee WI, 53233",USA,WI,2,4932,4,,,53,,6728.54,5714.07,0,1
25333,"2929 Lititz Pike    Lancaster PA, 17601",USA,PA,2,2307,2,3,2017,13,,674.36,542.23,0,3
25334,"601 Riverside Avenue    Jacksonville FL, 32204",USA,FL,2,5645,5,1,2016,4,2,2157.72,2303.49,0,1
25335,"1501 4th Avenue Suite 2600   Seattle WA, 98101",USA,WA,2,4116,4,1,,91,,6554.76,5463.2,0,3
25336,"4455 LBJ Freeway    Dallas TX, 75244",USA,TX,2,2280,2,2,,10,1,18421.36,16053.58,0,3
25337,"3250 Interstate Drive    Richfield OH, 44286",USA,OH,2,6973,6,5,2012,166,1,12638.55,6979.75,1,1
25338,"1100 Locust Street    Des Moines IA, 50309",USA,IA,2,4287,4,1,2015,26,,2054.66,2066.68,0,5
25339,"One Greenwich Plaza P.O. Box 2568   Greenwich CT, 06836-2568",USA,CT,2,7234,7,5,,78,1,7024.99,2525.99,0,3
25340,"2201 4th Avenue North    Birmingham AL, 35203",USA,AL,2,9149,9,1,2015,7,,2419.23,2740.22,0,3
25341,"1600 Aspen Commons    Middleton WI, 53562",USA,WI,2,8501,8,1,,23,,13804.13,12487.15,0,4
25342,"82 Hopmeadow Street    Simsbury CT, 06070-7683",USA,CT,2,5345,5,4,,26,4,958.98,771.96,0,1
25343,"9450 Seward Road    Fairfield OH, 45014",USA,OH,2,5241,5,4,2013,27,1,3955.22,1274.68,0,1
25344,"4635 McEwen Road    Dallas TX, 75244",USA,TX,2,2280,2,3,2008,,,,,0,0
25345,"The Boyle Building 2nd Floor 31 Queen Street  Hamilton , HM 11",BMU,,2,9466,9,3,2008,43,2,2556.10,3072.79,0,0
25346,"1685 North Opdyke Road    Auburn Hills MI, 48326",USA,MI,2,5085,5,5,2007,47,4,924.41,297.92,0,0
25347,"266 Merrick Road    Lynbrook NY, 11563",USA,NY,2,7887,7,4,2013,64,,15358.11,6088.07,0,0
25348,"9419 E San Salvador Suite 105   Scottsdale AZ, 85258-5510",USA,AZ,2,3833,3,3,2017,22,,652.82,210.39,0,0
25349,"14648 North Scottsdale Road Suite 125   Scottsdale AZ, 85254",USA,AZ,2,8275,8,1,2015,,3,,,0,5
25350,"33 Rock Hill Road    Bala Cynwyd PA, 19004",USA,PA,2,4502,4,4,2005,,2,,,1,2
25351,"Sofia House 48 Church Street 3rd Floor    Hamilton , 12",BMU,,2,2989,2,4,2005,65,,2981.06,3883.04,0,1
25352,"1115 30th Street NW    Washington DC, 20007",USA,DC,2,7867,7,4,2005,110,,12288.37,4055.66,0,4
25353,"5500 Interstate North Parkway Suite 600 RiverEdge One  Atlanta GA, 30328",USA,GA,2,0163,0,3,2014,26,,3240.12,2693.26,1,1
25354,"777 Long Ridge Road P.O. Box 10167   Stamford CT, 06902",USA,CT,2,9517,9,1,2016,2,5,5707.56,4595.18,0,6
25355,"80 Pine Street    New York NY, 10005",USA,NY,2,7234,7,4,,83,,12871.68,5590.9,0,1
25356,"120 Long Ridge Road    Stamford CT, 06902",USA,CT,2,9465,9,4,,22,,2998.18,2443.23,0,0
25357,"7035 Halcyon Park Drive    Montgomery AL, 36117",USA,AL,2,2535,2,1,2014,9,3,2155.60,2540.89,0,0
25358,"Waterloo House 100 Pitts Bay Road   Pembroke , HM 08",BMU,,2,9149,9,5,,5,,1807.51,739.41,0,0
25359,"1325 Avenue of the Americas 18th Floor   New York NY, 10019-6026",USA,NY,2,0782,0,1,2014,13,,12308.13,9927.12,1,4
25360,"1330 Post Oak Boulevard Suite 2000   Houston TX, 77056",USA,TX,2,4410,4,2,2013,26,,898.07,928.02,0,0
25361,"1555 Blake Street 3rd Floor   Denver CO, 80202",USA,CO,2,3366,3,3,,34,,1414.92,1246.61,0,2
25362,"240 West 35th Street    New York NY, 10001",USA,NY,2,9149,9,4,,21,4,6503.38,5315.76,0,0
25363,"12808 Gran Bay Parkway Suite 300   Jacksonville FL, 32258",USA,FL,2,5645,5,1,,20,,1212.62,390.8,0,2
25364,"132 West 31st Street    New York NY, 10001",USA,NY,2,1178,1,4,2009,85,,3525.53,2302.57,0,7
25365,"1860 Michael Faraday Drive 2nd Floor   Reston VA, 20190",USA,VA,2,0264,0,6,2017,29,3,2253.90,1375.39,0,0
25366,"655 Redwood Highway # 111    Mill Valley CA, 94941",USA,CA,2,2760,2,1,2016,2,,2279.87,2004.47,0,1
25367,"3600 Market Street 7th Floor   Philadelphia PA, 19104",USA,PA,2,9517,9,3,2017,,5,,,0,0
25368,"2527 Camino Ramon Suite 200   San Ramon CA, 94583",USA,CA,2,5057,5,1,2016,1,4,732.06,467.91,0,1
25369,"1720 Route 34    Wall NJ, 07719",USA,NJ,2,5345,5,2,2017,2,,432.24,534.46,0,3
25370,"350 Technology Parkway    Norcross GA, 30071",USA,GA,2,7635,7,1,2017,13,,4384.45,2386.54,0,0
25371,"275 Grove Street    Newton MA, 02466",USA,MA,2,7104,7,1,2017,8,,1381.32,851.91,0,1
25372,"107 Stonewall Court PO Box 986   Stuart VA, 24171",USA,VA,2,0200,0,3,2014,30,1,6498.32,5621.33,0,4
25373,"555 SW Oak Street Suite 300   Portland OR, 97204",USA,OR,2,7104,7,3,2014,50,,8782.37,3627.97,0,0
25374,"400 Burrard Street Suite 1620   Vancouver BC, V6C 3A6",CAN,BC,2,9180,9,1,2016,8,,1770.10,1677.51,0,0
25375,"13701 Riverside Drive Suite 701   Sherman Oaks CA, 91423",USA,CA,2,9371,9,1,2016,7,2,1392.50,1718.06,0,1
25376,"7800 Belfort Parkway Suite 100   Jacksonville FL, 32256",USA,FL,2,6226,6,1,,90,,23553.94,14524.93,1,2
25377,"1 Savvis Parkway    Town and Country MO, 63017",USA,MO,2,2070,2,5,2012,39,,8743.70,8244.01,0,3
25378,"6500 River Place Blvd Bldg Iii   Austin TX, 78730",USA,TX,2,5085,5,1,,26,2,835.58,269.29,0,1
25379,"5824 2nd Street SW Suite 300   Calgary AB, T2H 0H2",CAN,AB,2,5314,5,4,2005,34,,1598.91,2046.14,0,7
25380,"12800 Middlebrook Road Suite 400   Germantown MD, 20874",USA,MD,2,4287,4,3,2008,,1,,,1,1
25381,"39 Wynford Drive 4th Floor   Toronto ON, M3C 3K5",CAN,ON,2,2280,2,4,,14,,2524.13,2971.8,0,0
25382,"211 Madison Avenue Suite 28B   New York NY, 10016",USA,NY,2,7104,7,1,2014,42,5,3410.45,1099.11,0,3
25383,"225 Bush Street    San Francisco CA, 94104",USA,CA,2,2760,2,1,2016,2,,2939.75,2508.25,1,3
25384,"10 Almaden Boulevard Suite 800   San Jose CA, 95113",USA,CA,2,3833,3,4,2017,13,,2212.62,1211.4,0,0
25385,"14422 Edison Drive Unit D   New Lenox IL, 60451",USA,IL,2,6973,6,20,2017,192,,14906.92,9009.99,0,2
25386,"61 Unquowa Road Galleria Building   Fairfield CT, 06824",USA,CT,2,1071,1,5,2012,78,2,18739.86,13600.36,0,1
25387,"605 Fifth Avenue South Suite 800   Seattle WA, 98104-3889",USA,WA,2,4479,4,1,2016,29,,2843.97,2887.88,0,1
25388,"3870 Peachtree Industrial Boulevard Suite 150 Street 348  Duluth GA, 30096",USA,GA,2,2535,2,3,2014,27,3,2396.18,2204.15,0,3
25389,"2400 Bridge Parkway    Redwood Shores CA, 94065",USA,CA,2,6706,6,10,2007,,4,,,0,0
25390,"425 Market Street Suite 2200   San Francisco CA, 94105",USA,CA,2,7887,7,3,2011,21,,3780.81,1218.47,0,1
25391,"777 Mariners Island Boulevard    San Mateo CA, 94404",USA,CA,2,3833,3,5,2012,39,,4764.04,3308.99,1,1
25392,"4040 Barranca Parkway Suite 220   Irvine CA, 92604",USA,CA,2,8568,8,2,2011,,,,,0,0
25393,"395 Hudson Street 6th Floor   New York NY, 10014-3669",USA,NY,2,2760,2,1,2017,1,,5630.17,5348.23,0,2
25394,"1140 Enterprise Way    Sunnyvale CA, 94089",USA,CA,2,4479,4,1,2015,34,1,905.18,664.91,0,0
25395,"PO Box 1029    Scituate MA, 02047",USA,MA,2,8867,8,2,2017,6,2,13032.91,12455.2,0,0
25396,"91 Hartwell Avenue    Lexington MA, 02421",USA,MA,2,7234,7,1,2014,21,,23847.22,9434.04,0,0
25397,"11121 Willows Road NE Suite 120   Redmond WA, 98052",USA,WA,2,6706,6,10,1987,,2,,,0,0
25398,"25 Orinda Way Suite 101   Orinda CA, 94563",USA,CA,2,3458,3,1,2016,4,2,1280.94,1680.58,0,0
25399,"26025 Mureau Road Suite 300   Calabasas CA, 91302",USA,CA,2,0782,0,,2015,74,,2881.52,2403.96,1,2
25400,"One World Trade Center    New York NY, 10048",USA,NY,2,5241,5,1,2014,6,5,2641.28,1425.32,1,2
25401,"333 Seventh Avenue 20th Floor   New York NY, 10001",USA,NY,2,1071,1,1,2015,10,,3379.00,3228.82,0,4
25402,"1200 The American Road    Morris Plains NJ, 07950",USA,NJ,2,7635,7,2,2013,51,2,4848.15,1797.81,0,0
25403,"577 Airport Boulevard    Burlingame CA, 94010",USA,CA,2,6226,6,15,2017,138,,6111.47,2575.3,1,2
25404,"77 Geary Street Suite 400   San Francisco CA, 94108",USA,CA,2,5494,5,2,2017,11,,498.44,160.64,0,0
25405,"7501 North Capital Of Texas Highway Building B   Austin TX, 78731",USA,TX,2,1515,1,3,,29,5,1798.20,1527.84,0,3
25406,"305 Main Street    Redwood City CA, 94063",USA,CA,2,4215,4,1,2015,38,,3572.10,3481.7,1,2
25407,"One Main Street Suite 7   Cambridge MA, 02142-1599",USA,MA,2,4479,4,3,,,,,,0,0
25408,"945 Stewart Drive Suite 200   Sunnyvale CA, 94085-3913",USA,CA,2,7635,7,3,2014,54,,3057.49,1235.37,1,6
25409,"3100 New York Drive    Pasadena CA, 91107",USA,CA,2,5645,5,4,2005,,,,,0,4
25410,"201 California Street Suite 1300   San Francisco CA, 94111",USA,CA,2,4287,4,1,2016,12,,5011.72,3073.2,0,3
25411,"4660 S. Hagadorn Road Suite 320   East Lansing MI, 48823",USA,MI,2,0456,0,6,2011,,,,,1,1
25412,"One USi Plaza 2500 Riva Road   Annapolis MD, 21401-7478",USA,MD,2,2070,2,1,2014,12,,7531.75,7766.79,0,5
25413,"152 West 57th Street 40th Floor   New York NY, 10019",USA,NY,2,7635,7,1,2015,19,,10170.30,4237.39,0,0
25414,"900 Fourth Avenue Suite 3600   Seattle WA, 98164",USA,WA,2,8275,8,2,2013,24,5,7788.08,7416.04,0,1
25415,"33 Sherwood Road    Ridgewood NJ, 07450",USA,NJ,2,0782,0,2,2017,27,,1809.23,1674.37,1,4
25416,"201 Jones Road    Waltham MA, 02451",USA,MA,2,5241,5,4,,43,2,1480.04,1026.22,0,0
25417,"625 2nd Street 4th Floor   San Francisco CA, 94107",USA,CA,2,8501,8,2,2015,16,,5137.16,4997.21,0,0
25418,"16830 Ventura Boulevard Suite 211   Encino CA, 91836",USA,CA,2,7635,7,3,,38,,12726.03,5413.07,0,3
25419,"9720 Wilshire Boulevard Suite 700   Beverly Hills CA, 90212",USA,CA,2,9142,9,3,2017,,,,,0,2
25420,"851 Duportail Road Suite 220   Wayne PA, 19087",USA,PA,2,8867,8,4,2017,18,,5150.73,4726.2,0,1
25421,"550 East Timpanogos Circle    Orem UT, 84097",USA,UT,2,2280,2,2,2013,18,,12193.83,11540.48,1,4
25422,"2880 Zanker Road Suite 203   San Jose CA, 95134",USA,CA,2,0200,0,,,40,5,13429.35,10488.71,1,4
25423,"110 Paya Lebar Road Level 8   Singapore , 409009",SGP,,2,0200,0,3,,61,,3600.87,3308.17,1,1
25424,"25 Mall Road    Burlington MA, 01803",USA,MA,2,4410,4,3,2014,84,,1218.04,996.72,1,1
25425,"750 Lindaro Suite 350   San Rafael CA, 94901",USA,CA,2,2764,2,1,2015,,3,,,0,1
25426,"143 Varick Street    New York NY, 10013",USA,NY,2,4750,4,4,2013,53,5,1262.32,1124.94,0,4
25427,"10790 Parkridge Boulevard Suite 400   Reston VA, 20191",USA,VA,2,1178,1,3,2008,29,,5208.04,3385.84,0,1
25428,"120 3011 Viking Way    Richmond BC, V6V 1W1",CAN,BC,2,6226,6,30,,113,3,28781.90,22490.36,0,9
25429,"1400 Medford Plaza Route 70 & Hartford Road   Medford NJ, 08055",USA,NJ,2,6044,6,5,,163,,10029.37,5657.6,0,2
25430,"2248 Meridian Blvd Suite A   Minden NV, 89423",USA,NV,2,7887,7,1,2017,11,3,3070.46,1348.64,1,5
25431,"400 Minuteman Road    Andover MA, 01810",USA,MA,2,0456,0,3,2017,6,2,4249.23,4092.32,1,2
25432,"5940 South Rainbow Boulevard Suite 3010   Las Vegas NV, 89118",USA,NV,2,0456,0,2,2013,34,,7002.01,5872.67,1,5
25433,"6025 The Corners Parkway Suite 100   Norcross GA, 30092",USA,GA,2,4750,4,1,2016,10,,3220.88,2834.24,0,1
25434,"509 Olive Way Suite 400   Seattle WA, 98101",USA,WA,2,5345,5,,,,2,,,0,0
25435,"11600 Sunrise Valley Drive Suite 200   Reston VA, 20191-1412",USA,VA,2,5345,5,2,2017,5,5,864.10,1323.39,0,2
25436,"8115 NW 29th Street    Miami FL, 33122",USA,FL,2,5645,5,2,2013,20,,3499.95,2021.88,0,3
25437,"21301 Burbank Boulevard    Woodland Hills CA, 91367",USA,CA,2,9180,9,2,2011,22,,4939.41,4025.68,0,2
25438,"2701 South Bayshaore Drive 5th Floor   Miami FL, 33126",USA,FL,2,0163,0,5,2007,96,4,25457.14,20672.54,1,3
25439,"20803 Biscayne Boulevard Suite 103   Aventura FL, 33180",USA,FL,2,4502,4,2,2011,34,1,2159.92,1929.69,0,2
25440,"2300 WEST SAHARA AVENUE SUITE 500-B, BX. 18   Las Vegas NV, 89102",USA,NV,2,6973,6,5,2002,240,,8872.48,5037.51,0,1
25441,"2830 De La Cruz Boulevard    Santa Clara CA, 95050",USA,CA,2,0264,0,1,2017,2,1,1291.28,1525.28,1,3
25442,"1157 Century Drive    Louisville CO, 80027",USA,CO,2,6706,6,5,,118,,28884.69,17196.99,1,2
25443,"2001 Biscayne Boulevard Suite 117-PMB 212   Miami FL, 33137",USA,FL,2,7023,7,3,2011,86,4,9340.54,4322.9,1,3
25444,"909 North Sepulveda Boulevard 11th Floor   El Segundo CA, 90245",USA,CA,2,4287,4,1,2016,3,,3414.54,2532.25,0,0
25445,"1601 Cloverfield Boulevard Suite 400 South   Santa Monica CA, 90404-4082",USA,CA,2,3833,3,1,,19,,1478.55,652.12,0,0
25446,"1720 South Amphlett Boulevard Third Floor   San Mateo CA, 94402",USA,CA,2,4750,4,4,,,,,,0,3
25447,"3979 Freedom Circle    Santa Clara CA, 95054",USA,CA,2,8993,8,3,,,,,,0,0
25448,"32605 West Twelve Mile Road Suite 250   Farmington Hills MI, 48334",USA,MI,2,3458,3,2,2011,21,3,4604.83,3455.65,0,1
25449,"1531 14th Street    Santa Monica CA, 90404",USA,CA,2,7867,7,1,2014,27,1,4902.62,1580.01,0,2
25450,"750 Coronis Circle    Green Bay WI, 54304",USA,WI,2,3833,3,1,,30,,1786.82,1637.65,0,4
25451,"3550 Engineering Drive Suite 400   Norcross GA, 30092",USA,GA,2,8275,8,1,2015,15,,4290.85,4003.97,0,0
25452,"875 North Michigan Avenue Suite 3000 John Hancock Center   Chicago IL, 60611",USA,IL,2,8275,8,1,2015,14,,8443.68,8594.26,0,1
25453,"400 Inverness Drive South Suite 400   Englewood CO, 80112",USA,CO,2,3458,3,2,,15,,6502.46,4720.71,0,4
25454,"1900 Gallows Road    Vienna VA, 22182",USA,VA,2,4287,4,1,2014,29,,3369.65,2849.07,1,2
25455,"460 Boardwalk Dr.    Youngsville NC, 27596",USA,NC,2,0550,0,15,,149,,6360.83,5190.4,0,0
25456,"14042 Barrister Way    Hammond LA, 70403",USA,LA,2,5085,5,1,2015,7,,1000.85,379.99,0,2
25457,"131 Dartmouth Street    Boston MA, 02116",USA,MA,2,2535,2,3,2011,31,,15680.51,14031.27,0,1
25458,"Two Tech Drive    Andover MA, 01810-2434",USA,MA,2,5494,5,2,2013,8,,4652.23,1880.25,0,1
25459,"7500 Greenway Center Drive 16th Floor   Greenbelt MD, 20770",USA,MD,2,4502,4,3,,58,,680.20,557.63,0,4
25460,"2300 West Plano Parkway    Plano TX, 75075",USA,TX,2,2364,2,1,2016,1,5,3294.49,2671.25,0,1
25461,"2460 North 1st Street Suite 260   San Jose CA, 95131",USA,CA,2,1173,1,1,2016,5,,7356.04,4176.67,0,0
25462,"8133 Baymeadows Way    Jacksonville FL, 32256",USA,FL,2,8869,8,1,2015,3,,11619.46,11046.39,0,0
25463,"9715 Key West Avenue 3rd Floor   Rockville MD, 20850",USA,MD,2,6683,6,3,2017,83,,2668.30,1865.84,0,1
25464,"1 Sheila Drive    Tinton Falls NJ, 07724",USA,NJ,2,7023,7,4,2005,93,,28937.47,11111.61,0,0
25465,"800 Corporate Pointe Suite 150   Culver City CA, 90230",USA,CA,2,6226,6,5,2007,150,,26009.84,15752.57,1,10
25466,"4th High Ridge Park Suite 102   Stamford CT, 06905",USA,CT,2,6973,6,2,2011,77,2,46840.88,27727.55,0,0
25467,"34705 West Twelve Mile Road Suite 300   Farmington Hills MI, 48331",USA,MI,2,2174,2,1,,24,1,2243.44,2351.13,0,0
25468,"860 Broadway    New York NY, 10003",USA,NY,2,2364,2,1,,18,,7623.78,6885.61,0,4
25469,"500 North Dearborn Street Suite 1200   Chicago IL, 60610",USA,IL,2,8501,8,4,2005,42,5,16978.07,16320.28,0,1
25470,"7700 France Avenue South Suite 200   Minneapolis MN, 55435",USA,MN,2,5494,5,5,,18,,1592.35,812,0,1
25471,"1500 West Cypress Creek Road Suite 411   Fort Lauderdale FL, 33309",USA,FL,2,1071,1,2,2013,53,2,7084.68,5391.8,0,0
25472,"4795 Meadow Wood Lane    Chantilly VA, 20151",USA,VA,2,2070,2,1,2014,7,5,10651.24,10049.18,0,2
25473,"670 Long Beach Boulevard    Long Beach NY, 11561",USA,NY,2,0782,0,1,2017,3,2,2179.63,1917.04,1,2
25474,"Portales Corporate Center II 4900 North Scottsdale Road Suite 1000  Scottsdale AZ, 85251",USA,AZ,2,7887,7,1,2016,13,3,10663.99,4341.98,0,0
25475,"4900 West Brown Deer Road    Milwaukee WI, 53223-2422",USA,WI,2,2280,2,4,2005,43,,3437.98,3864.83,0,0
25476,"200 East Randolph Street    Chicago IL, 60601",USA,IL,2,7104,7,3,2017,34,5,3981.39,1283.11,0,0
25477,"Wicklow Enterprise Centre Wicklow Town The Murrough  Wicklow , A67 HD86",IRL,,2,9465,9,3,,31,,3216.38,2712.76,0,7
25478,"98 Shoreline Way    Hampton GA, 30228",USA,GA,2,3366,3,1,2016,,5,,,1,2
25479,"26 Harbor Park Drive    Port Washington NY, 11050",USA,NY,2,8275,8,2,2013,30,,6991.32,6464.54,0,0
25480,"3232 Mckinney Avenue Suite 1000   Dallas TX, 75204-8591",USA,TX,2,8275,8,2,2017,,2,,,0,1
25481,"17951 Lyons Circle    Huntington Beach CA, 92647",USA,CA,2,2070,2,5,2012,39,3,8071.36,7476.04,0,3
25482,"293 Boston Post Road West Suite 220   Marlborough MA, 01752",USA,MA,2,1071,1,2,2017,6,5,2057.35,1668.19,0,1
25483,"1020 Briggs Road    Mount Laurel NJ, 08054",USA,NJ,2,9371,9,1,,16,,2243.32,2047.64,0,0
25484,"10200 South De Anza Boulevard    Cupertino CA, 95014",USA,CA,2,9371,9,3,2017,22,,1856.08,1121.78,0,1
